id,Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,14 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),14 Day Total Orders (#),14 Day Total Units (#),14 Day Conversion Rate,14 Day Advertised ASIN Units (#),14 Day Brand Halo ASIN Units (#),14 Day Advertised ASIN Sales ,14 Day Brand Halo ASIN Sales 
1,2025-09-02,No Portfolio,INR,Bud Combo SP KT-E - SP-GKT1,Bud Combo SP KT-E,live plants with pots,EXACT,live plants with pots,124,1,0.00806452,4.44,4.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
2,2025-09-02,No Portfolio,INR,Bud Combo SP KT-E - SP-GKT1,Bud Combo SP KT-E,plants,EXACT,plants,101,1,0.00990099,4.32,4.32,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
3,2025-09-03,No Portfolio,INR,Bud Combo SP KT-E - SP-GKT1,Bud Combo SP KT-E,plants,EXACT,plants,71,2,0.02816901,4.275,8.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
4,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b01ih1nnie,48,1,0.02083333,2.74,2.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
5,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b07cb42b25,9,1,0.1111111,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
6,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b07cb42b25,3,1,0.3333333,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
7,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b09pf1drk1,12,1,0.08333333,2.95,2.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
8,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b09snybzv8,6,1,0.1666667,2.95,2.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
9,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0bn5zbqty,2,1,0.5,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
10,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0br5zwgg2,4,1,0.25,2.94,2.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
11,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0by4xfxrm,2,1,0.5,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
12,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0byzc8mxq,26,1,0.03846154,2.83,2.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
13,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0byzc8mxq,29,1,0.03448276,2.84,2.84,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
14,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cd5tz3pf,3,1,0.3333333,2.98,2.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
15,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,216,2,0.00925926,2.91,5.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
16,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,427,5,0.0117096,2.802,14.01,347.0,0.04037464,24.768022840828,1,1,0.2,0,1,0.0,347.0
17,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,289,2,0.00692042,2.95,5.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
18,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,396,4,0.01010101,2.64,10.56,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
19,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,308,7,0.02272727,2.78857142857143,19.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
20,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,492,4,0.00813008,2.97,11.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
21,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0cz6t9152,366,1,0.00273224,2.73,2.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
22,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0d41hngjt,2,1,0.5,2.97,2.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
23,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0d79c8gzt,25,1,0.04,2.98,2.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
24,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0dg2hj388,40,1,0.025,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
25,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0dg2hj388,60,1,0.01666667,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
26,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0dg2hj388,80,1,0.0125,2.66,2.66,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
27,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0drghb3nc,3,1,0.3333333,2.88,2.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
28,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0f9xdpn7d,23,1,0.04347826,1.67,1.67,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
29,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0fb9qnsnw,9,1,0.1111111,1.52,1.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
30,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0fgzdm6h6,8,1,0.125,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
31,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0fgzdm6h6,3,1,0.3333333,2.9,2.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
32,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0fms8y8xl,9,1,0.1111111,2.23,2.23,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
33,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,b0fp8x88w1,19,2,0.1052632,2.865,5.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
34,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,beatles leaf plant,5,1,0.2,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
35,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,boston fern live plant,6,1,0.1666667,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
36,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,colourful indoor plants for home,2,1,0.5,2.86,2.86,344.0,0.00831395,120.27972027972,1,1,1.0,1,0,344.0,0.0
37,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,colourful leaf plants,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
38,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,desk plants for office,32,1,0.03125,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
39,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,ferns live plant,4,1,0.25,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
40,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,ficus benjamina plant,1,1,1.0,2.89,2.89,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
41,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,fittonia live plants,2,1,0.5,3.0,3.0,344.0,0.00872093,114.666666666667,1,1,1.0,1,0,344.0,0.0
42,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,flavour plant,1,1,1.0,2.81,2.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
43,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,globe amaranth plant,2,1,0.5,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
44,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,nurturing green,45,1,0.02222222,2.96,2.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
45,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,peppermint plant live,3,1,0.3333333,2.47,2.47,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
46,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,philodendron plant,6,1,0.1666667,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
47,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,plant set,7,1,0.1428571,2.98,2.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
48,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,terros garden plants,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
49,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Indoor Fern Plants""",-,yucca plant,4,1,0.25,2.97,2.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
50,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b071943n6x,9,1,0.1111111,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
51,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b07gr3h3hx,3,1,0.3333333,2.44,2.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
52,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b07r6jd3yw,1,1,1.0,1.74,1.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
53,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0bqc4prk7,1,1,1.0,2.49,2.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
54,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0c7r6k69l,2,1,0.5,2.46,2.46,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
55,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0cdw78bj8,7,1,0.1428571,1.23,1.23,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
56,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0cqwgnfyx,2,1,0.5,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
57,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0cr8wxr6g,49,2,0.04081633,2.49,4.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
58,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0cr8wxr6g,40,1,0.025,2.4,2.4,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
59,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0cwvmxxps,3,1,0.3333333,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
60,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0db794b9r,2,1,0.5,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
61,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dc6v546v,1,1,1.0,1.23,1.23,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
62,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dc6vgt26,1,1,1.0,2.17,2.17,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
63,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dh55y6zk,5,1,0.2,1.17,1.17,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
64,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dh8994zh,3,1,0.3333333,1.0,1.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
65,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dnwmfyn6,2,1,0.5,2.45,2.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
66,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dstr2qpg,1,1,1.0,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
67,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0dyvts82z,5,1,0.2,2.49,2.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
68,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0f285fp6p,4,2,0.5,1.0,2.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
69,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0f6jmszwq,5,1,0.2,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
70,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0fbmlp7sr,9,1,0.1111111,2.43,2.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
71,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0fhh8ctdc,5,1,0.2,2.14,2.14,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
72,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0fk592ycx,2,1,0.5,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
73,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0fl7wn6f2,2,1,0.5,2.43,2.43,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
74,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0flxrfnbs,4,1,0.25,2.27,2.27,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
75,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,b0fmfcg1yp,3,1,0.3333333,2.47,2.47,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
76,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,live flowering plants indoor,1,1,1.0,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
77,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Bamboo""",-,pentas plants live,1,1,1.0,2.5,2.5,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
78,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b01ihue6cw,19,1,0.05263158,1.88,1.88,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
79,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b01ihue6cw,15,1,0.06666667,2.51,2.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
80,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b07xxc1vm7,3,1,0.3333333,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
81,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b082ghx1ts,1,1,1.0,2.39,2.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
82,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b08q8fg8vp,1,1,1.0,2.45,2.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
83,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b09cdmzc68,7,1,0.1428571,2.52,2.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
84,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b09k81hbf1,1,1,1.0,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
85,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b09sdfnncf,11,1,0.09090909,2.49,2.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
86,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0bg3dhf7y,8,1,0.125,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
87,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0bg3f8pjh,1,1,1.0,2.44,2.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
88,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0bglypj16,1,1,1.0,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
89,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0blhjptg7,10,1,0.1,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
90,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0brjcjl2c,8,1,0.125,2.05,2.05,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
91,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0bwscgnrg,9,1,0.1111111,2.41,2.41,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
92,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0c4h2mnx6,1,1,1.0,2.54,2.54,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
93,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0c7lllw4l,6,1,0.1666667,2.44,2.44,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
94,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0cbvz1d3k,7,1,0.1428571,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
95,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0cf69n21z,2,1,0.5,2.54,2.54,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
96,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0cnw58g33,1,1,1.0,2.04,2.04,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
97,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0cp653zh8,3,1,0.3333333,2.51,2.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
98,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0cw23287c,1,1,1.0,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
99,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0cyqvf8s7,1,1,1.0,2.45,2.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
100,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0d1p5b17m,2,1,0.5,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
101,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0d1r4jzdm,14,1,0.07142857,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
102,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0d1r4jzdm,18,1,0.05555556,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
103,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0d298wn98,4,1,0.25,2.53,2.53,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
104,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0d6c3h85b,18,1,0.05555556,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
105,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0d6c3h85b,27,1,0.03703704,1.89,1.89,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
106,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0df7351vn,5,1,0.2,2.45,2.45,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
107,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0djdfryyt,3,1,0.3333333,2.53,2.53,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
108,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0dkvkdw5d,8,2,0.25,2.21,4.42,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
109,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0dmlykbx7,3,1,0.3333333,2.49,2.49,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
110,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0dmzrrz2r,4,1,0.25,1.91,1.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
111,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0dpxt5w9r,1,1,1.0,2.52,2.52,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
112,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0dv99d62s,2,1,0.5,1.21,1.21,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
113,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0dztv269h,5,1,0.2,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
114,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0f1z24wt2,5,1,0.2,2.55,2.55,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
115,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"category=""Hedges & Shrubs""",-,b0f29s1m24,1,1,1.0,2.53,2.53,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
