id,Date,Portfolio name,Currency,Campaign Name,Ad Group Name,Targeting,Match Type,Customer Search Term,Impressions,Clicks,Click-Thru Rate (CTR),Cost Per Click (CPC),Spend,14 Day Total Sales ,Total Advertising Cost of Sales (ACOS) ,Total Return on Advertising Spend (ROAS),14 Day Total Orders (#),14 Day Total Units (#),14 Day Conversion Rate,14 Day Advertised ASIN Units (#),14 Day Brand Halo ASIN Units (#),14 Day Advertised ASIN Sales ,14 Day Brand Halo ASIN Sales 
343,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,b071943n6x,345,1,0.00289855,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
344,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,b071943n6x,379,2,0.00527704,2.875,5.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
345,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,b071943n6x,722,1,0.00138504,2.96,2.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
346,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,eucalyptus plant live indoor,1,1,1.0,2.84,2.84,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
347,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,home decor plants real,8,1,0.125,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
348,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,indoor plants for home,547,2,0.00365631,2.875,5.75,845.0,0.00680473,146.95652173913,1,1,0.5,1,0,845.0,0.0
349,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,indoor plants for home,597,2,0.00335008,2.98,5.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
350,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,indoor plants with pots for home,3,1,0.3333333,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
351,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,kyari plants indoor,85,1,0.01176471,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
352,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B071943N6X""",-,low maintenance indoor plants for home,4,1,0.25,2.8,2.8,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
353,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B071943N6X""",-,b0c81hk6br,1,1,1.0,2.98,2.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
354,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B071943N6X""",-,b0cwvmxxps,3,1,0.3333333,2.97,2.97,598.0,0.00496656,201.346801346801,1,1,1.0,1,0,598.0,0.0
355,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B071943N6X""",-,b0d9s86scm,3,1,0.3333333,2.99,2.99,1595.0,0.00187461,533.444816053512,1,1,1.0,1,0,1595.0,0.0
356,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CD5VMW1W""",-,b0cd5vmw1w,69,1,0.01449275,2.93,2.93,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
357,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CD5VMW1W""",-,b0cd5vmw1w,144,2,0.01388889,2.93,5.86,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
358,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CD5VMW1W""",-,b0cd5vmw1w,248,1,0.00403226,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
359,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CD5VMW1W""",-,b0cd5vmw1w,311,3,0.0096463,2.76,8.28,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
360,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CD5VMW1W""",-,b0cd5vmw1w,281,3,0.01067616,2.93,8.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
361,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CD5VMW1W""",-,b0d47kb7ty,26,2,0.07692308,2.945,5.89,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
362,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CD5VMW1W""",-,b0f145mbt2,8,1,0.125,2.79,2.79,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
363,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CXN9P6WB""",-,b0cxn9p6wb,1,1,1.0,2.92,2.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
364,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0BDF38CRX""",-,b0bdf38crx,26,1,0.03846154,2.93,2.93,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
365,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0BDF38CRX""",-,silver queen plant,3,1,0.3333333,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
366,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B088MK8CPW""",-,b07qnv9kk1,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
367,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B08WHZQ2W7""",-,b01ihue6cw,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
368,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BD7HYNC5""",-,b0cr1ljq3f,3,1,0.3333333,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
369,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B091QHPFWG""",-,b091qhpfwg,3,2,0.6666667,2.695,5.39,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
370,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B091QHPFWG""",-,b07qzxpf9w,12,1,0.08333333,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
371,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B091QHPFWG""",-,prayer plants live indoor,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
372,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CNPMQKYY""",-,indoor plant,99,2,0.02020202,2.3,4.6,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
373,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CNPMQKYY""",-,succulents live plants,126,1,0.00793651,1.84,1.84,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
374,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CNPMQKYY""",-,succulents live plants,156,1,0.00641026,2.75,2.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
375,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,b0c6qrw4bh,82,1,0.01219512,2.95,2.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
376,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,b0c6qrw4bh,90,1,0.01111111,2.57,2.57,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
377,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,begonia maculata plant live,1,1,1.0,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
378,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,broken heart indoor live plant,6,1,0.1666667,2.73,2.73,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
379,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,chain plant live,5,1,0.2,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
380,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,colourful leaves live plant,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
381,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,croton plants live,10,1,0.1,2.82,2.82,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
382,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,english ivy plant live,92,1,0.01086957,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
383,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,indoor live plants for home,4,1,0.25,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
384,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,japanese maple bonsai live plant,1,1,1.0,2.92,2.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
385,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,kyari plants indoor,110,3,0.02727273,2.27,6.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
386,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,little jungle live plants,4,1,0.25,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
387,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,little jungle live plants,2,1,0.5,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
388,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,live plants indoor,22,1,0.04545455,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
389,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,natural plants for home decor,15,1,0.06666667,2.96,2.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
390,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,original indoor plants for home decor,7,1,0.1428571,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
391,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,original plant for home decor,1,1,1.0,2.93,2.93,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
392,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,oxygen plants indoor,16,1,0.0625,2.77,2.77,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
393,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,peperomia plant live,24,1,0.04166667,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
394,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,real plants for home decor indoor,22,1,0.04545455,2.78,2.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
395,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,snake plant indoor live plant,206,1,0.00485437,2.81,2.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
396,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,ugaoo combo of 4 indoor live plants,5,1,0.2,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
397,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0C6QRW4BH""",-,vines live plants,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
398,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0C6QRW4BH""",-,b0cmqqx8f1,3,1,0.3333333,2.02,2.02,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
399,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BNMWR4Y4""",-,b09rbc5dbs,2,1,0.5,2.24,2.24,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
400,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CW397Z5Y""",-,b0cw397z5y,23,3,0.1304348,2.90666666666667,8.72,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
401,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CW397Z5Y""",-,b0cw397z5y,80,2,0.025,2.935,5.87,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
402,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CW397Z5Y""",-,b0cw397z5y,142,5,0.03521127,2.934,14.67,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
403,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CW397Z5Y""",-,b0cw397z5y,124,3,0.02419355,2.33666666666667,7.01,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
404,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B0CW397Z5Y""",-,b0cw397z5y,180,2,0.01111111,1.955,3.91,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
405,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin=""B09TFLHM5H""",-,b09tflhm5h,24,1,0.04166667,2.75,2.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
406,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B09TFLHM5H""",-,b0c7p7jryv,4,1,0.25,2.97,2.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
407,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B09TFLHM5H""",-,b0cmxrlxm2,2,1,0.5,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
408,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B09TFLHM5H""",-,b0cxpwrznt,7,1,0.1428571,2.95,2.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
409,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0C9XFMQM6""",-,b0fk2klj5y,1,1,1.0,2.76,2.76,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
410,2025-09-05,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BJTW31TR""",-,b0928m12rr,8,1,0.125,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
411,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BJTW31TR""",-,b0c1jy7y9r,2,1,0.5,2.97,2.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
412,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CLS5614G""",-,b0bnb3yl2x,28,1,0.03571429,2.94,2.94,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
413,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0C1JY3X7M""",-,b0bnb3yl2x,31,1,0.03225806,2.61,2.61,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
414,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BJ987YQX""",-,b07qzxpf9w,95,1,0.01052632,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
415,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BJ987YQX""",-,indoor plants for living room,2,1,0.5,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
416,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BNL6GTSR""",-,air plants live indoor,1,1,1.0,2.56,2.56,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
417,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BNL6GTSR""",-,b07qzxpf9w,11,1,0.09090909,3.0,3.0,344.0,0.00872093,114.666666666667,1,1,1.0,1,0,344.0,0.0
418,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BNL6GTSR""",-,b0d79c8gzt,3,1,0.3333333,2.96,2.96,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
419,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B07PZ95X9T""",-,b07qzxpf9w,11,1,0.09090909,2.95,2.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
420,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B07PZ95X9T""",-,b0cl9xmmb3,2,1,0.5,2.98,2.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
421,2025-08-31,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CLPZ3CLW""",-,b0cjm774yn,1,1,1.0,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
422,2025-08-30,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B08FSSW9ST""",-,b0cmqqx8f1,2,1,0.5,2.92,2.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
423,2025-09-04,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B09HK4M2XY""",-,b09rbc5dbs,6,1,0.1666667,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
424,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CH36N7KQ""",-,b0cz6t9152,24,2,0.08333333,2.95,5.9,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
425,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0B74PTNQ6""",-,b09rbc5dbs,3,1,0.3333333,2.99,2.99,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
426,2025-09-01,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0BHRBK1NT""",-,exotic indoor plants live,1,1,1.0,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
427,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B084VTZS57""",-,indoor live plants for home,2,1,0.5,3.0,3.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
428,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B084VTZS57""",-,monstera plant live,11,1,0.09090909,2.98,2.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
429,2025-09-03,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B084VTZS57""",-,prefabricated house amazon for living,2,1,0.5,1.09,1.09,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
430,2025-09-02,No Portfolio,INR,New Plants - SP PT - SP-GCT1,New Plants - SP PT,"asin-expanded=""B0CWD9WS1X""",-,b0c7zwlszy,43,1,0.02325581,2.75,2.75,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
431,2025-09-03,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,indoor plant,BROAD,indoor plant for office desk,63,1,0.01587302,1.16,1.16,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
432,2025-09-01,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,indoor plant,PHRASE,bed room lucky indoor plants,6,1,0.1666667,2.08,2.08,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
433,2025-08-31,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,live plant,PHRASE,abana homes bonsai live plant,1,1,1.0,3.22,3.22,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
434,2025-09-02,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,live plant,PHRASE,bonsai live plant,12,1,0.08333333,3.09,3.09,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
435,2025-09-01,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,live plant,EXACT,live plants,5,1,0.2,3.22,3.22,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
436,2025-09-04,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,live plant,EXACT,live plants,1,1,1.0,3.17,3.17,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
437,2025-09-02,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,bamboo plant,PHRASE,bamboo plants for home decoration,41,1,0.02439024,2.78,2.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
438,2025-09-03,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,bamboo plant,PHRASE,bamboo plants for home decoration,152,2,0.01315789,2.985,5.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
439,2025-09-04,No Portfolio,INR,Second New PLant - SP KT Test - SP-GKT3,Second New PLant - SP KT Test,bamboo plant,PHRASE,bamboo plants for home decoration,138,1,0.00724638,2.78,2.78,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
440,2025-09-02,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B094G1MGPR""",-,b094g1mgpr,3,1,0.3333333,3.83,3.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
441,2025-09-01,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin-expanded=""B094G1MGPR""",-,b0cr1ljq3f,5,1,0.2,3.97,3.97,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
442,2025-09-03,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B0BQYKT5GZ""",-,b0bqykt5gz,54,2,0.03703704,3.64,7.28,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
443,2025-09-02,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin-expanded=""B0BQYKT5GZ""",-,b09sddj6xw,24,1,0.04166667,2.81,2.81,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
444,2025-08-30,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin-expanded=""B0BQYKT5GZ""",-,b0dyvts82z,52,1,0.01923077,3.83,3.83,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
445,2025-09-05,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin-expanded=""B0BQYKT5GZ""",-,b0f6nm12yv,57,1,0.01754386,3.74,3.74,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
446,2025-09-05,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,airpurifier plants for home,8,1,0.125,4.0,4.0,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
447,2025-09-01,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,b071nmhpsy,42,1,0.02380952,3.92,3.92,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
448,2025-09-02,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,b071nmhpsy,64,1,0.015625,3.51,3.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
449,2025-09-03,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,b071nmhpsy,86,2,0.02325581,3.85,7.7,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
450,2025-09-04,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,b071nmhpsy,104,2,0.01923077,3.755,7.51,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
451,2025-09-05,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,b071nmhpsy,118,1,0.00847458,3.98,3.98,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
452,2025-09-05,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,natural hanging plants for balcony,6,1,0.1666667,3.76,3.76,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
453,2025-08-31,No Portfolio,INR,Second New Plant - SP PT - SP-GCT1,Second New Plant - SP PT,"asin=""B071NMHPSY""",-,water plant home,1,1,1.0,3.95,3.95,0.0,,0.0,0,0,0.0,0,0,0.0,0.0
